unitn-eth-c,HPC,Different Racks,Day,1_par_con-mpich,/home/andrea.frigo/singularity/cloud_noise-main/data/unitn-eth-c/2023_12_08_16_36_40
unitn-eth-c,HPC,Compute,,/home/andrea.frigo/singularity/cloud_noise-main/data/unitn-eth-c/2023_12_08_16_36_40/gemm_
unitn-eth-c,HPC,Different Racks,Day,prova_ompi,/home/andrea.frigo/singularity/cloud_noise-main/data/unitn-eth-c/2023_12_09_15_57_03
