# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: hpc-g04-node01.unitn.it
# Release : 3.10.0-1127.19.1.el7.x86_64
# Version : #1 SMP Tue Aug 25 17:23:54 UTC 2020
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 237.978610 
# Number of iterations (recorded+unrecorded): 1458104320 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
693224586.89	10490.06
693726889.75	10490.06
693938347.74	10252.08
694937470.94	9774.12
695937547.05	10966.01
696937384.18	9536.14
697937222.31	9774.12
698937298.42	8821.21
698987599.90	12396.89
699023597.66	12635.86
699937135.55	8344.25
700245859.80	12158.91
700936973.68	5721.49
701752291.40	11681.95
701937049.79	4291.61
702775969.39	10013.10
702936886.92	5006.55
703937439.99	5721.49
704278109.37	9298.16
704786371.69	10013.10
704936801.17	5244.53
705936638.30	7391.34
706288989.63	10013.10
706936476.43	5960.46
707936552.54	4767.57
708298676.99	9537.14
708936389.67	6198.44
709936227.80	6198.44
710936064.93	6198.44
711936141.04	5006.55
712935979.18	5244.53
713935816.31	4768.57
714935892.42	5006.55
715935730.55	4767.57
716935567.68	5483.51
717935405.81	10489.06
718935481.92	5959.46
719935319.05	5006.55
720935395.16	5245.53
721935233.30	9297.16
722935070.43	3576.68
723934908.56	6198.44
724934984.67	4529.59
725934821.80	5006.55
726934659.93	5244.53
727934736.04	5721.49
728934573.17	3337.70
729934649.28	5245.53
729940132.79	3814.66
730934486.42	6676.40
731934324.55	5483.51
732934162.68	6436.42
733933999.81	5960.46
734934075.92	5960.46
735933914.05	4529.59
736933751.18	5960.46
737933827.29	5483.51
738933664.43	6914.38
739934217.49	5245.53
740933578.67	4768.57
741933892.76	4768.57
742933253.93	5960.46
743933092.06	5244.53
744933167.17	6437.42
745933005.30	5006.55
746932842.44	3815.66
747932918.55	9298.16
748932756.68	6198.44
749932593.81	7152.36
750932669.92	6437.42
751932508.05	7629.31
752932345.18	4530.59
753932421.29	5007.55
754932259.42	5960.46
755932096.56	5722.49
756931934.69	6437.42
757932010.80	13588.78
758931847.93	5483.51
759931686.06	6675.40
760931762.17	4529.59
761931599.30	6437.42
762931437.43	5006.55
763931513.54	4529.59
764931350.68	4530.59
765931188.81	7390.34
766931025.94	6199.44
767931102.05	4768.57
768930940.18	6437.42
769930777.31	12397.89
770930853.42	5722.49
771930691.55	5483.51
772930767.66	5721.49
773930604.80	9775.12
774930442.93	7629.31
775930280.06	17165.46
776930118.19	10251.08
777930194.30	5721.49
777937107.68	1907.83
778931223.32	9775.12
779929869.56	21218.09
780929706.70	8821.21
781929782.81	4768.57
782929620.94	4529.59
783929697.05	3575.68
784929534.18	6199.44
785929372.31	4529.59
786929925.38	7867.29
787929285.55	7391.34
788929123.68	7629.31
789928960.82	4530.59
790929513.88	6675.40
791928875.06	7152.36
792928712.19	6199.44
793928788.30	6914.38
794928626.43	7629.31
795928463.56	7629.31
796928301.69	5960.46
797928377.80	6436.42
798928214.94	8106.27
799928053.07	5960.46
800928129.18	4768.57
801928443.27	8106.27
802927804.44	7390.34
803927880.55	7867.29
804927717.68	9536.14
805927555.81	4768.57
806927869.90	5960.46
807927469.06	5245.53
808927307.19	5721.49
809927144.32	14065.74
810927220.43	5483.51
811927058.56	8105.27
812926895.69	6199.44
813926971.80	6198.44
814926809.93	8821.21
815926647.07	5960.46
816926723.18	10252.08
817926561.31	7628.31
818926398.44	5960.46
819926474.55	6437.42
820926312.68	8821.21
821926149.81	5722.49
822926702.88	7629.31
823926064.05	5721.49
824925901.19	5245.53
825925739.32	6198.44
826925815.43	5960.46
827925652.56	5722.49
828925490.69	7867.29
829925566.80	13349.80
829939631.54	1907.83
830925403.93	10728.04
831925242.06	13350.80
