# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: hpc-c07-node05.unitn.it
# Release : 3.10.0-1127.19.1.el7.x86_64
# Version : #1 SMP Tue Aug 25 17:23:54 UTC 2020
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 237.983489 
# Number of iterations (recorded+unrecorded): 1412962005 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
1061926122.63	16688.84
1062926219.24	12874.11
1063926076.87	31946.78
1064925935.50	18595.71
1065926032.12	18833.69
1066925889.75	15257.94
1067925748.38	11682.19
1068925844.99	7629.47
1069925702.62	6914.52
1070925561.26	7867.45
1071925657.87	6198.57
1072925515.50	6199.57
1073925374.13	6675.54
1074925231.76	5483.62
1075925328.38	5245.64
1076925187.01	5960.59
1077925044.64	5006.65
1078925141.25	5006.65
1079924999.88	6198.57
1080924857.51	4768.67
1081924954.13	4768.67
1082924812.76	4529.69
1083924670.39	5245.64
1084924529.02	8105.44
1085924625.64	20740.56
1086641976.87	10252.29
1086924483.27	6198.57
1087639689.65	15734.91
1087924341.90	17164.81
1088924438.51	14066.02
1089924296.14	19310.66
1090924154.77	7152.50
1091825314.25	10251.29
1091924251.39	5483.62
1092924109.02	7152.50
1093763045.81	19549.64
1093923967.65	11443.21
1094924064.26	5959.59
1095923921.89	9536.34
1096923780.53	18356.73
1097923638.16	23840.35
1098923734.77	27655.08
1099923593.40	10251.29
1100923451.03	12397.14
1101923547.65	11205.22
1102923406.28	17641.78
1103923263.91	7391.49
1104923360.52	9298.35
1105923219.15	13827.04
1106923076.78	11205.22
1107922935.41	11205.22
1108923032.03	22171.46
1109922889.66	13351.07
1110922748.29	78672.54
