#size	rtt
1	24.437500
1	22.888000
1	35.643500
1	23.841500
1	27.894500
1	25.391500
1	26.702500
1	41.484500
1	49.471500
1	29.921500
1	34.689500
1	26.464000
1	30.875000
1	29.921500
1	27.179500
1	23.603000
1	27.298500
1	31.590000
1	25.629500
1	23.365000
1	26.106500
1	29.683000
1	32.901500
1	25.153000
1	27.418000
1	46.372000
1	29.683000
1	37.193000
1	37.789000
1	30.040500
1	28.729000
1	28.967500
1	33.974500
1	35.762500
1	35.047500
1	35.881500
1	36.954500
1	29.325000
1	30.636500
1	27.060500
1	25.391500
1	25.510500
1	25.510500
1	25.272000
1	23.722500
1	24.676000
1	23.126500
1	24.080000
1	24.318500
1	23.722500
1	23.841500
1	23.961000
1	24.080000
1	23.841500
1	24.437500
1	23.841500
1	25.987500
1	25.987500
1	24.914500
1	23.961000
1	26.464000
1	23.961000
1	23.961000
1	24.914500
1	24.080000
1	27.894500
1	24.795500
1	25.272000
1	23.722500
1	23.603000
1	23.961000
1	26.106500
1	23.484000
1	22.172500
1	22.411000
1	23.484000
1	23.603000
1	23.603000
1	23.841500
1	23.841500
1	27.656500
1	23.245500
1	23.484000
1	23.722500
1	23.841500
1	25.153000
1	24.437500
1	23.961000
1	23.722500
1	25.629500
1	24.080000
1	23.841500
1	24.318500
1	38.981000
1	25.987500
1	28.967500
1	27.179500
1	26.345000
1	41.961500
1	25.749000
1	27.179500
1	24.080000
1	23.007000
1	27.537000
1	24.676000
1	25.629500
1	33.974500
1	24.557000
1	24.199000
1	24.557000
1	30.517500
1	23.961000
1	23.722500
1	23.365000
1	24.318500
1	23.961000
1	23.126500
1	23.961000
1	23.484000
1	23.007000
1	26.226000
1	24.080000
1	24.557000
1	23.841500
1	33.855000
1	40.531000
1	57.816500
1	23.365000
1	44.107000
1	28.967500
1	24.437500
1	20.742000
1	20.265500
1	46.491500
1	39.339000
1	26.583500
1	24.437500
1	23.126500
1	26.583500
1	45.061000
1	24.676000
1	25.033500
1	24.914500
1	32.424500
1	27.060500
1	26.583500
1	35.643500
1	24.318500
1	30.398000
1	28.610000
1	31.352000
1	26.464000
1	25.510500
1	24.914500
1	31.232500
1	28.371500
1	23.603000
1	23.126500
1	23.603000
1	27.418000
1	23.484000
1	24.080000
1	24.437500
1	24.795500
1	22.888000
1	23.365000
